person_id,call_count_with_suspects,night_movements_hours,gps_zone_visits,encrypted_app_usage_hours,social_media_threat_score,vpn_usage,device_changes_last_30_days,suspicious_contacts_count,avg_call_duration_min,microphone_activation_events,camera_activation_events,account_login_failures,location_change_frequency,suspicious,last_activity_time,related_person_ids,military_zone_proximity_score
5191,4,0.8562468857580396,7,1.0797101594976004,0.9409210674737084,1,1,2,7.602403718763891,2,3,4,1.3994434441143395,1,2025-05-22 12:39:46.134045,"3392,1028,4251,3721,1163",0.9598790909067927
5192,2,0.4117862483663919,8,0.3113671871655233,0.4821371307292762,0,1,2,1.3741408989697512,0,0,2,0.6715534970048276,0,2025-06-02 18:34:46.134045,2245,1.6873476225920225
5193,6,2.206681787369603,1,2.0913327521884044,0.8802446598175745,0,0,1,3.8112440478328242,1,1,0,1.2907660749021583,0,2025-06-01 07:04:46.134045,"5938,9915",2.8593694196402977
5194,3,2.9188547498430166,2,0.2636095824890838,0.6195839396798722,0,0,2,1.6804144890887944,2,0,1,0.9221660016222504,0,2025-05-11 21:17:46.134045,2458,1.8139067500575934
5195,1,2.7655864846038707,3,0.9214079873023816,0.73746667884871,0,0,2,3.2097270634118544,0,1,0,0.7602637437225399,0,2025-05-25 05:50:46.134045,"8278,4210,2733,952,2529",1.6296718165657351
5196,2,3.143627992564815,4,2.117739522029082,0.4648321851134215,0,1,0,3.1517763142882336,0,1,4,1.5896178635003935,0,2025-06-03 01:45:46.134045,"4483,5003",0.6063374592874177
5197,6,3.4542222190538747,9,1.7923327201832553,0.16761933973706178,0,0,0,3.914633166732759,4,1,3,0.4584448686060262,0,2025-05-08 23:11:46.134045,"3296,2612,6757,3476,8429",4.17639536984608
5198,4,2.144647384488163,1,0.8489417634604908,0.10909542175500098,0,0,1,2.925986386551108,0,1,1,1.912591367422586,0,2025-05-25 08:02:46.134045,"693,6899",4.060721160795552
5199,3,1.935392282226451,9,2.33328001459432,0.6823304151910329,1,1,4,2.972692365796437,1,2,0,1.4341072669811963,1,2025-05-19 15:18:46.134045,"3476,3298",0.8809640346040116
5200,4,3.47596469484246,3,1.8763759621832181,0.3764761927613862,0,0,2,3.5237676055015372,1,1,4,0.5246101971940691,0,2025-05-17 22:32:46.134045,"2465,5690,4937,1683,6691",2.769785752007508
5201,3,1.298984803322913,3,0.7280680345439817,0.5674828149192728,0,0,2,3.717827380573218,0,1,4,2.0267351615268714,0,2025-05-14 23:13:46.134045,"2278,7937,9187,9615,6066",3.1170060018163026
5202,4,0.821467379616752,4,3.388044377793135,0.7460493319414387,0,0,2,4.416842312978094,0,1,2,1.0011693750044044,0,2025-05-15 11:12:46.134045,4700,1.764093613709238
5203,2,1.6611205474308983,5,0.2296560044769395,0.7864817078378057,0,1,2,2.363018495656938,1,0,4,1.3076974731817628,0,2025-05-24 11:23:46.134045,"6627,4041,25",0.904821645440786
5204,7,1.5442566906657844,0,0.6658773382813459,0.5096603286207205,0,0,4,1.0462571103856622,1,2,2,0.7543562138562332,0,2025-06-04 07:57:46.134045,"5581,7818",3.1588716048577554
5205,3,2.048326745821021,5,1.7950473486584482,0.3145023970631128,1,1,1,1.841287415555379,0,0,1,1.3027752537947552,0,2025-06-01 07:37:46.134045,"9847,2204,7996",3.29529170166205
5206,4,1.1499803088568805,8,3.0950859844711083,0.7758802746353166,0,1,0,3.7314822259245775,0,1,0,1.2291746095199023,0,2025-05-14 11:03:46.134045,"7471,8579",1.7720146682091034
5207,6,2.3697331447633325,2,0.5841951228532463,0.41534527316427095,0,0,1,1.2516282183924687,4,0,2,0.8615248219280411,0,2025-05-13 00:01:46.134045,"8175,4507,1199",3.9750507472069367
5208,4,1.4308879596095168,1,1.2357122720425813,0.9367307576126929,0,0,1,1.187089228847979,1,1,2,1.8947521680236177,0,2025-05-09 11:37:46.134045,"4806,8952,1136,7236",2.956490313673324
5209,2,3.2282038263558728,7,0.017865596788850625,0.8245720242591132,0,0,2,1.5279248348801278,0,2,0,1.186333521182874,0,2025-05-09 19:34:46.134045,"5094,5851,6279",1.8474172179262212
5210,6,0.8054344965602931,1,0.6950611893966985,0.7469167283854643,0,1,3,1.9968902411561082,1,1,4,1.3423251646178889,1,2025-05-28 16:40:46.134045,"7390,7163",2.9340643808939966
5211,2,1.8605271839478976,7,0.6028111104124951,0.24124413262360112,0,1,1,1.6663911784684986,0,0,3,0.726212793260641,0,2025-05-15 13:21:46.134045,"7376,3342,4459",4.06272858166382
5212,3,1.6650857084224886,9,2.772217674891346,0.362762005904657,0,1,6,3.085821833390998,1,0,4,0.8843515611422489,0,2025-05-29 02:08:46.134045,9974,2.9577627828759967
5213,2,2.230889922670468,3,0.11528380872260259,0.8489807315624607,0,0,7,2.794476843383381,2,0,1,0.8965674020764411,0,2025-05-09 14:07:46.134045,"470,3036,4359,7191,402",5.956338144866621
5214,4,2.9267044828267066,8,0.09619122381523103,0.023139766499565395,0,1,1,3.845506489852882,0,0,1,0.5666475780340277,0,2025-05-08 21:07:46.134045,"7457,4080,1102",1.4030696219357224
5215,6,2.266210906388943,3,0.8769828625187895,0.7814687461018618,0,0,2,1.9031568079046846,2,2,0,0.4479931976603849,0,2025-05-10 14:27:46.134045,"8229,4868,3438,8379,5797",3.6236073127728208
5216,2,1.8714088016487862,0,0.7848256330023715,0.4041515589958451,0,2,1,4.078115831658652,3,0,4,0.7767381989801287,0,2025-05-10 15:46:46.134045,"5633,4763,327,5540,6446",6.061291689706275
5217,2,2.691255037765294,7,0.2643182606841471,0.799349076647883,1,0,1,1.5700332708541649,1,0,1,1.308180297863462,0,2025-05-23 23:45:46.134045,7995,1.1345559465907085
5218,6,2.843024769416151,0,0.4584517764051786,0.5523918976441938,0,0,2,6.033563507557959,1,2,3,1.7775871765584421,0,2025-05-08 13:34:46.134045,"6039,8800,420,5825",1.1713938500245142
5219,2,2.269199796704343,4,5.4857506697967535,0.5268067008923089,0,0,5,0.8429850460094661,0,0,3,0.33865085728079125,0,2025-05-17 08:28:46.134045,"9322,5122,1198,1677",2.31261308118334
5220,1,2.3875918273064958,6,1.079799152489235,0.7015913484465404,1,0,1,3.051115670945944,0,0,4,1.9461900936534233,0,2025-05-12 16:46:46.134045,"4102,8205,2980",1.070552214897677
5221,6,2.646635546295614,2,0.13793130417668695,0.8063338370152326,1,0,2,3.575148549419406,3,1,1,0.9950197398622768,1,2025-05-29 21:08:46.134045,"9104,5423,5110,5005,6152",3.1949315310979727
5222,4,0.3560732741507495,5,0.07654024073682746,0.6934547954902369,0,1,0,4.138420974367817,0,3,4,1.1549004421916564,0,2025-05-20 23:11:46.134045,"2234,4735,5062",1.3322076035689916
5223,4,1.6491947885435434,0,0.06426397344029876,0.4507143058282208,1,0,1,0.36238425372835925,1,2,2,0.9053834313351264,0,2025-05-15 04:52:46.134045,"6379,973,891,4138,4957",1.1745795047669318
5224,2,2.3762339312086636,5,0.7390342254391935,0.32083607652884905,0,0,2,1.2077135011670086,1,4,1,0.8217414113409159,0,2025-05-30 21:26:46.134045,"4832,5631,6255,7172",2.114737035577499
5225,1,1.708392516225625,4,3.0105961844439193,0.8456298788680141,0,2,1,2.7867734364080463,2,2,2,2.2244628192352995,1,2025-05-27 06:05:46.134045,8749,3.6060956436037657
5226,4,1.7118531103618104,1,2.683893225224815,0.5207776191307562,0,2,1,2.10408744995768,0,1,0,0.9984726509748245,0,2025-06-02 02:55:46.134045,"743,1946,3270,6846",2.187909583317667
5227,5,2.374901542799934,3,0.6880292228244551,0.783460751469852,0,2,5,3.8583985992880447,1,2,2,1.617317776842932,1,2025-05-21 13:58:46.134045,"191,6032,9463,8687,9765",3.238859798879213
5228,5,2.3976449740154306,6,2.233644461538299,0.9957174431233042,0,1,1,2.3140561255446284,1,0,1,2.41727288227169,0,2025-05-18 19:56:46.134045,2287,6.573250975663374
5229,2,2.4670593545708863,5,2.0929933167045194,0.6438875802689655,0,0,4,4.0196292402452825,1,2,1,0.955484489871613,0,2025-05-09 14:22:46.134045,"151,8820,8543,9487",1.2416405454701673
5230,2,1.2077765382796943,9,0.9895553885700414,0.2783461947562891,0,1,1,0.47425386268849445,0,0,0,1.9045196012200885,0,2025-05-08 21:31:46.134045,"2775,4875,9132",2.8103002794377563
5231,3,0.582196639445818,5,0.7772478944947303,0.8655566069278361,0,0,2,4.800501009339377,2,2,3,0.4439743581025285,0,2025-05-09 11:25:46.134045,"6768,6735,9935,8028,8830",4.489635860924525
5232,7,2.80438678235251,8,0.2986803189839793,0.2736730475778487,0,0,0,5.383196996778619,0,0,0,0.5010111044705718,0,2025-05-25 07:04:46.134045,"7351,511",2.847386592564893
5233,3,1.2575844925115005,1,0.49019784039941816,0.2604009683587938,0,0,1,4.902073986099516,1,1,1,0.6921991094724602,0,2025-05-16 14:00:46.134045,"5440,2911,4250,971,6320",0.41780897633271114
5234,5,1.1884746437277238,0,0.620311174432348,0.07393702169716043,0,0,0,3.798238101569193,2,2,1,1.3297586621280013,0,2025-05-28 10:00:46.134045,"1195,2826,4731",4.069316377889302
5235,4,1.0982484745879757,1,2.512708381379576,0.07856269724984621,1,0,2,1.2262796559518772,2,3,1,0.22013317854480785,1,2025-05-10 10:49:46.134045,2233,2.6610818457959766
5236,2,3.1510301413355393,2,1.2076372158053235,0.8623213679184644,0,0,2,2.7029727423650978,0,4,2,0.4355282543145885,0,2025-05-12 14:10:46.134045,"1417,4208,8243",1.6184217531420952
5237,0,2.2120268120864632,8,0.33643104578589633,0.23072951509609785,0,0,2,2.4878713244067887,0,0,1,1.0070463249315424,0,2025-05-20 03:36:46.134045,"4777,7661",3.1243402514646696
5238,4,2.3425233983845346,9,0.15110286123368555,0.10868818152381376,0,1,0,2.9945433772090086,2,0,0,0.946296849330419,0,2025-05-14 14:24:46.134045,"1991,3407,8484,6561",3.6108411261937254
5239,0,2.6895511832274686,8,1.0297454959324763,0.3525879938713512,0,1,2,2.2795703925043727,1,1,2,1.3454370674847855,0,2025-06-03 19:08:46.134045,7299,5.857188402101531
5240,1,1.9576294695844534,4,1.6463439662216603,0.713544105958214,0,0,0,3.405023502895788,1,0,0,0.0,0,2025-05-28 06:39:46.134045,"6966,3079,7591,3524,2517",0.9063550307365884
5241,1,3.0126884626657082,6,2.5629231472503937,0.3396310556329344,0,1,3,1.6489483102803097,1,1,3,0.47917094636575897,0,2025-06-01 13:29:46.134045,"9303,7993,5808,4834,8935",1.0538545368387544
5242,6,0.803196844020442,2,2.394150895403229,0.3092800671597721,0,0,1,1.0073047995482947,1,1,1,1.115284945636923,0,2025-05-12 04:55:46.134045,"7873,6856,3042,8567",1.7563582022767343
5243,2,0.9143929942459936,9,2.6072346600833862,0.48806572949883453,0,0,2,3.6191054693516667,3,1,0,1.3556512896344388,0,2025-06-02 23:58:46.134045,"7302,6158",0.8391784541262328
5244,7,0.8592305343339615,1,0.8908960964424539,0.02120014362069622,0,2,2,3.814991013462829,2,1,3,1.6844809991378737,0,2025-05-17 13:15:46.134045,6876,1.2903433378369753
5245,4,2.4216684975703333,5,3.0110442423036536,0.4910734727105407,0,1,2,1.3198240704956339,1,2,3,0.6991167927759312,1,2025-06-01 07:07:46.134045,"6495,934,1692",3.0455005550532728
5246,6,2.5064176961986897,5,0.8821223401997655,0.9900190220236337,0,0,1,3.3197067500644404,1,0,1,1.529222829862583,0,2025-05-30 06:13:46.134045,"9093,6719,3761,5524,8788",3.204065184658505
5247,5,1.5274179632864966,4,0.2761029461114659,0.799348600403299,0,0,1,4.781870408760259,4,1,4,0.5422520259398231,1,2025-05-14 07:12:46.134045,"2245,6407,8331,4108",3.0041202308315764
5248,1,1.7675616512112249,0,0.7596990848537133,0.07049179916181192,0,0,1,2.9873640848595486,1,0,3,0.848116454892295,0,2025-05-11 00:44:46.134045,5418,5.5799656882177935
5249,4,3.268070600795232,9,0.6233301613172436,0.6548224898591845,0,0,1,3.964716035001892,1,1,2,0.9176036757812573,0,2025-05-29 01:30:46.134045,"3361,6130",3.7710423476120565
5250,3,1.305563804046907,1,0.7468069260088936,0.46111221313927675,1,2,3,0.43328305274752843,2,1,1,0.5385113112677079,0,2025-05-25 04:38:46.134045,8623,5.402425205607834
5251,5,2.295432791253286,6,1.612135340883897,0.8262485671999121,0,1,1,2.6637414980449385,3,0,2,1.1804684014195832,0,2025-06-02 07:46:46.134045,"7162,5510,6115",1.3404167743910618
5252,1,1.3142841289801304,9,1.6046722054801164,0.09852621575224918,0,1,0,2.665016678625887,0,1,4,0.8187631729057357,0,2025-05-12 16:14:46.134045,"9741,761,6024,4746,4522",0.8486123593053965
5253,3,3.0959743249401694,1,0.38214777890543605,0.2327288109511486,0,0,2,3.8831740664038796,0,1,1,1.0023204458836759,0,2025-05-23 12:46:46.134045,"5949,5625,8306,113,2032",1.1542728420656774
5254,5,2.6284261842726675,4,0.5695437886245748,0.7911410802966231,0,1,2,3.203432584284826,3,0,2,1.786170550776312,0,2025-05-19 16:10:46.134045,"8569,505,4982,4985",5.928001274772734
5255,3,0.6010785739954128,9,1.35711732715244,0.8491993380600145,1,1,3,4.287815895720757,1,0,1,1.0746640453510858,0,2025-05-30 12:28:46.134045,5604,5.891580573725862
5256,0,1.739198970352054,3,0.13181874735456284,0.52931576662535,1,0,2,1.3065715647706995,1,2,4,0.7215854742954417,0,2025-05-28 06:48:46.134045,2676,4.823808125254327
5257,2,0.0,9,1.7503247915838198,0.019697026971121523,0,0,1,1.9456663032893629,0,0,3,0.8740662089799323,0,2025-05-25 09:02:46.134045,"432,2967,7018,2531",2.653099117124747
5258,2,2.9004555810108297,0,0.29565150461663303,0.8937150232045481,1,1,0,4.2388975284453325,1,0,3,1.1761840963378234,0,2025-05-27 00:52:46.134045,"2052,935,162,5736",2.301056442711231
5259,3,4.047308950921435,4,2.852808262984566,0.38276522602397567,0,0,2,4.080921823659535,0,1,4,1.4497245068027367,0,2025-05-19 14:37:46.134045,"8773,4675,2584,8371,993",0.5971407017123695
5260,4,0.0,0,0.7702128398824912,0.039680534188093364,1,0,3,2.079739008868412,2,1,0,0.6886184999940911,0,2025-05-30 17:59:46.134045,6200,3.5139533479988527
5261,4,0.5729013090629524,2,0.37424258328587023,0.8188122458496552,1,1,1,2.6878218533829292,1,1,4,0.9339155164684777,0,2025-06-03 04:01:46.134045,"4517,8823",2.594186929076319
5262,3,2.167320083569853,8,1.6531192775526322,0.41806912235515425,0,1,1,2.2321384165596276,0,1,3,1.3703160519472952,0,2025-05-20 18:08:46.134045,"6610,7352,5397,3685,7199",2.6822641816971537
5263,0,1.9815411897105466,6,1.2112581005403902,0.18999029042913695,0,2,3,0.3854263863124463,0,0,2,1.1680931230350482,0,2025-05-24 16:50:46.134045,"6888,2589,7311",1.1455869266055974
5264,2,1.5891548281948793,1,0.2829965755480881,0.801578264419503,0,0,4,3.2670065625559994,2,0,1,0.9483732695660599,0,2025-06-02 11:09:46.134045,"8649,664,9992",0.8166121915563287
5265,2,0.2623799827488662,4,2.6330924817616195,0.45771567686221837,0,0,5,1.1526922318659303,1,2,2,1.4783906322846887,0,2025-06-03 21:01:46.134045,"5807,8949",2.894846949095633
5266,9,2.3234468299751287,3,0.9057526337102053,0.6078095634608476,0,1,1,2.737311708458395,0,1,4,1.9386958056905597,0,2025-05-08 15:25:46.134045,5449,0.6997917175047609
5267,3,2.887513851946979,6,0.24774516076958042,0.8231214237197464,0,2,2,1.9726800362509462,5,3,2,1.5911747240287837,1,2025-06-02 21:11:46.134045,3617,3.2061605226938634
5268,5,4.846985448754231,3,2.385791423447488,0.5224220890414957,0,1,4,2.5452766360156587,2,2,3,1.4160518226059144,1,2025-06-05 12:12:46.134045,"4643,2738,6908,2041",3.1290684384552665
5269,3,3.3072879221368208,8,0.21482634020775437,0.11047803206942508,0,0,2,5.8397161903264205,0,2,1,0.8668582176334363,0,2025-05-14 21:59:46.134045,"6767,4326,3743,3290",2.784228825077851
5270,4,0.701284008058763,2,5.164834922626177,0.9637618253865446,0,0,2,0.28561482026986074,0,1,0,1.5015294054384412,0,2025-05-29 22:59:46.134045,"1478,9438,8902",7.5118685709865884
5271,2,1.9881085888382317,5,0.8745832940491345,0.28654050744322124,1,0,1,6.259652866605962,0,1,0,0.06897158676596427,0,2025-05-29 21:02:46.134045,"5372,9777",5.778584033695351
5272,0,2.5920777214487156,4,1.9541560568825085,0.9942494315547915,0,1,2,2.942602560268802,1,2,3,0.39069016905296583,0,2025-05-19 01:55:46.134045,"5274,4623",2.8166892790888687
5273,1,1.3117385524767036,9,0.9021316595565214,0.006024538046446204,0,0,0,3.958203920718198,1,1,4,0.5094703053250952,0,2025-06-02 16:17:46.134045,"5601,3182,8035,5351,4097",3.3691558959199708
5274,0,2.7800120015428895,7,0.3115747464387924,0.4837880582548335,0,0,2,0.7351576846564019,1,0,3,1.7255897598027166,0,2025-05-18 05:13:46.134045,5372,2.3674526557763977
5275,2,2.7033777899369347,0,2.1289333034577753,0.704934996793921,0,0,3,4.741918328665336,3,2,4,1.451203655187049,1,2025-05-18 00:31:46.134045,"3167,7890,3783,2199,547",3.750169229628817
5276,5,3.237359715735833,9,0.51237767242356,0.9063019340183481,0,0,2,2.8969202311706375,2,0,2,1.774616992987067,0,2025-05-10 21:20:46.134045,872,1.549879349790693
5277,3,2.8022427532675196,1,1.7205280504479803,0.7803369453824599,0,0,1,2.194125926477716,2,1,4,0.9003450486094233,0,2025-05-14 08:39:46.134045,"2221,8461,3190",2.3655848196028466
5278,3,2.285143650107759,6,0.44634149994222827,0.2556278186907207,0,0,6,2.060349806346303,1,0,0,0.5363016210657374,0,2025-05-12 15:07:46.134045,"4001,792",4.856729041619722
5279,2,1.3620682529911146,0,0.413844255633686,0.24330440792992925,1,1,2,0.0,3,1,2,0.02675243891986845,0,2025-05-13 01:05:46.134045,"5583,841,8355",4.094278772334823
5280,1,0.7069214055068427,4,0.9172004316439272,0.35658666592462895,1,1,3,1.4955307455951956,0,1,4,1.4109012957363074,0,2025-06-06 07:33:46.134045,"8155,8984,4315,8425,9393",3.1766274648190187
5281,3,2.219016138153952,7,2.5411819108575324,0.1105402007091586,0,1,2,1.5760465568463937,2,2,0,0.4035021430610898,0,2025-05-17 15:55:46.134045,"279,6465",0.55390791648822
5282,2,1.5961659082896489,9,1.426451577921491,0.6695732453952048,0,1,0,1.4716682046695613,1,0,3,1.1365372976964443,0,2025-05-15 18:38:46.134045,"4296,3263,3010,4401,5201",0.4467182748368175
5283,2,1.6928027623268571,4,0.10028197714287856,0.9412583425458304,0,1,1,4.4603543742410725,2,1,4,0.8508471920807459,0,2025-06-04 10:17:46.134045,"7085,3721,9094",2.1114597176626946
5284,3,3.121790490719368,4,1.9856256588234957,0.6421043810746968,1,2,1,3.5093362978585807,3,0,1,1.609571370829356,1,2025-05-16 04:48:46.134045,370,5.172080479584223
5285,1,3.3689240138058603,8,1.300433221791202,0.5333736291698195,0,0,1,5.0413627393400455,1,0,0,0.9669284434468858,0,2025-05-26 05:50:46.134045,"5082,7154,6439,4706,6680",3.8003464748184292
5286,0,0.7646333837466961,4,1.4655169455832433,0.5033492160381464,0,1,2,0.5644790702357305,0,1,4,1.5330056085316834,0,2025-06-05 17:13:46.134045,"6358,2320,1812",1.0557427783955156
5287,3,1.789569394084812,0,0.6544544795494307,0.5926131271797094,0,0,2,1.6535204643520476,0,0,1,0.8851925534605609,0,2025-05-10 13:18:46.134045,"4218,7369",3.9322131316523063
5288,3,1.566794829703433,2,1.2184422926505942,0.710612924862805,1,1,2,3.447370569364829,2,2,1,0.710318532050825,1,2025-06-01 18:27:46.134045,"7382,9650,8081,5252,1175",0.12004206589304713
5289,5,2.314908642002672,4,0.6975568449753182,0.7949993538235368,0,0,3,1.9902112818366684,0,2,2,0.23975994214289842,0,2025-05-14 18:32:46.134045,"5853,6283,1880,4412,77",3.3155079847147206
5290,2,0.0,7,0.1275293230780644,0.6983211716049109,0,0,3,2.035838364325979,1,0,0,0.5310767368168228,0,2025-05-22 16:43:46.134045,1864,4.473579444677881
5291,3,0.5391620149572196,9,2.7909919363451143,0.7050318727747409,0,0,3,3.480059237592796,1,3,4,1.6359186103094951,1,2025-05-10 00:00:46.134045,"5770,9946,7600",2.3468224142067413
5292,3,1.8825050669615944,1,1.6999300902636771,0.9517338093016817,0,0,2,1.8558754651080176,2,1,3,1.348161231917171,0,2025-06-03 22:37:46.134045,6538,2.834851983640526
5293,2,2.7861152043053155,3,1.6649907749985364,0.8993433953183175,0,0,0,0.0,1,2,2,0.816107721903993,0,2025-05-15 14:05:46.134045,"3030,9209,3827,4511,8490",2.8054345363575965
5294,6,2.075290737453574,3,0.3229095911942561,0.8239233184568069,1,1,2,1.9817337553705616,1,3,2,0.8522133058914578,1,2025-05-11 08:10:46.134045,"5571,2409,275,3213,9998",5.104969584809225
5295,5,2.671507073057702,2,1.6341662108946629,0.043360240960183205,0,2,2,4.8352246705469755,2,1,2,1.1113747336588549,0,2025-05-08 12:08:46.134045,"4072,9259,5554",3.625243827061996
5296,3,2.1973083776869866,5,0.39600813214218145,0.6688673470876072,0,1,2,2.948029602460917,3,2,2,0.3050155267432769,0,2025-05-27 23:32:46.134045,"306,9852,1716,2509,6887",1.0739656363962697
5297,1,3.2762895737441147,9,1.7448927220508792,0.45498077638082135,1,0,0,2.6199499708607927,0,0,0,1.3414467693552774,0,2025-05-14 02:39:46.134045,"8758,6651,9425",1.989987056099793
5298,3,3.48588754883218,1,0.6086413181630441,0.6175992182669536,0,0,4,3.8312315922208846,2,1,3,1.0340512693966226,0,2025-05-19 14:17:46.134045,"311,4193",6.456148326403869
5299,4,1.2395371128345065,2,0.2570969714509855,0.686282173105824,1,0,1,2.324600896294923,1,2,2,1.7260987866892965,0,2025-05-17 17:12:46.134045,"3427,380",3.1972993409586348
5300,2,2.8836453397875514,1,3.550915037170923,0.7146518762635335,0,1,1,0.0,2,1,4,0.7699881520271972,1,2025-05-12 19:24:46.134045,"4334,6737,4602,9236,1050",2.538754567855907
5301,2,2.5081195484670546,9,0.165811407159397,0.8694262897795457,0,0,5,0.7269088099088226,1,0,0,2.4715610843973534,0,2025-05-31 02:03:46.134045,"4799,7706,2701,9794",2.7956343780188746
5302,3,4.504668145083471,7,2.1518902134890023,0.9099911682352615,0,1,0,1.9262580108648604,1,1,0,1.117820460775973,0,2025-06-03 14:32:46.134045,"1732,4589,4038,6979,426",2.09325341972098
5303,2,1.202164980985883,1,0.16100314496886087,0.6068284132445005,1,1,1,3.042918271613283,1,0,1,1.2350836075209557,0,2025-05-30 01:41:46.134045,"5187,8179",1.121814459867978
5304,1,1.8832644689681817,4,1.731439520962181,0.8941642353860708,0,1,2,4.734204822518197,2,0,4,0.7812390364512392,0,2025-06-05 09:41:46.134045,"596,5280,7330,5479",1.131016655638407
5305,1,0.9677263666841325,3,0.1754507438433027,0.7646217203363415,0,1,2,2.0623970039549304,3,0,4,0.8380225611462211,0,2025-05-25 09:06:46.134045,6775,5.4780689724130625
5306,3,1.027063767897999,0,1.0664305821431868,0.20272538855548783,0,0,4,4.669740925880875,3,0,1,1.1206826097457865,0,2025-05-13 22:49:46.134045,"6751,3246",3.429311892597326
5307,3,2.385564021645101,6,0.3123744498490515,0.03531189863388817,0,0,2,4.442654142615674,1,1,3,0.799402607460113,0,2025-05-31 05:31:46.134045,5753,2.074549462886254
5308,3,2.2055434205391107,5,3.021397641647246,0.009888318552643383,0,0,4,2.0576890893348687,0,1,2,1.2043307117117157,0,2025-05-15 06:55:46.134045,"2790,7745",2.579096672063619
5309,0,2.5414510939081785,9,0.7699544580708149,0.5866231974728808,1,0,3,3.377330426435861,0,2,2,1.5046062512090899,0,2025-05-22 05:24:46.134045,"1128,281,4021,3321,2795",1.82332311246437
5310,4,2.5197537274490656,0,0.023319860468035112,0.5215932555864967,0,1,3,3.674207966679501,2,2,4,0.4160259604080919,0,2025-05-19 19:54:46.134045,5426,4.9157187405907985
5311,3,1.764361247175589,8,1.483942488472517,0.6963685525054121,0,1,0,3.7188906702107944,0,0,4,1.5317023444430231,0,2025-05-18 09:39:46.134045,"3436,505,9651,4858",2.2599412558210417
5312,5,1.7574609313018372,3,0.8835568461049064,0.8428282869493567,0,0,2,2.7368560835127074,1,1,3,0.6757234613488318,0,2025-05-28 23:19:46.134045,"8616,8613,7186",6.040214621653593
5313,8,1.029201267528085,0,2.9463786366606755,0.16444249736184846,0,0,3,3.9735386682129747,0,0,3,0.3662108498956762,0,2025-05-15 19:01:46.134045,8007,5.151817083767602
5314,3,1.2988456957154053,7,0.8514754340874475,0.8564317695035335,1,0,2,5.135733333467522,0,1,2,1.004602921990049,0,2025-05-16 22:28:46.134045,"6108,6037",3.238594106506532
5315,2,1.943198223442059,0,0.794351444897619,0.0980820454060527,1,1,1,6.3917959929538615,1,1,1,1.4473336190123618,0,2025-05-10 06:45:46.134045,7735,2.481548308706743
5316,5,2.1970296418420805,1,0.9079605624686696,0.883243354504646,0,0,1,3.482825479422795,2,2,1,0.22333644229850336,0,2025-05-09 22:04:46.134045,"1906,3214,9674,3819",1.1557980032168538
5317,3,2.710787891588589,4,2.947606009008044,0.8504864438353148,0,1,1,3.1796485268108197,1,0,2,1.8810239578425727,0,2025-05-24 11:30:46.134045,"1628,9190,419,1146,4638",1.1752329288176693
5318,0,2.6088606597921737,0,1.3258172177689962,0.696955802985576,0,0,1,2.456781078157212,0,0,0,0.0,0,2025-05-13 11:11:46.134045,"8479,4443,2345",3.7390186103519567
5319,4,3.557076765565733,0,1.6600986429849893,0.3000292190169547,0,0,1,1.9428736676046547,2,0,1,0.6091141602765082,0,2025-05-10 21:49:46.134045,"7582,7098,9172",1.7526086277830686
5320,1,1.027311907502431,5,1.9116513061940446,0.09341345948829916,1,1,0,0.5910266802683326,3,2,2,0.15421050707993378,0,2025-06-02 23:24:46.134045,"2620,6721",5.826104857077175
5321,1,1.7674145893559305,0,4.159255668204774,0.7780870659288138,0,0,4,0.4373730561568303,3,0,0,0.110575642679699,0,2025-06-03 12:11:46.134045,"9950,1176",2.509338881229162
5322,2,1.1146954438022285,4,2.7258060137471443,0.217879413959585,0,1,0,4.019624631444584,2,1,4,0.934800050094566,0,2025-05-26 17:53:46.134045,1351,1.442339095592273
5323,1,3.27728706936207,9,3.931796151426637,0.44093708292579425,0,1,3,2.1217303823353793,1,0,3,1.003992982875084,0,2025-05-29 22:37:46.134045,"3778,7599",3.0765837591561707
5324,3,1.4975261118035768,4,0.6308032628323419,0.5308590667143719,0,1,2,2.083564798240072,1,0,4,0.16441687826322549,0,2025-05-15 23:04:46.134045,"6088,154,4457,4347,5083",3.7784458386098385
5325,5,3.155027452444636,1,0.3628017209616607,0.6854423179362207,1,0,3,3.142130576537568,2,0,1,0.5863991987191252,0,2025-05-27 08:20:46.134045,"5510,9575",5.121244912868192
5326,4,3.4527861337260592,2,0.34108416341867154,0.4874380722532863,0,2,3,4.440548938429785,1,1,2,0.18762292821333015,0,2025-05-16 10:49:46.134045,"8475,1085,7039,1956,2132",2.565370396408278
5327,3,2.413436963460782,2,2.925792663040277,0.6945332661509895,0,0,2,2.3805397249203235,1,0,3,1.177604977753304,0,2025-05-11 13:04:46.134045,"4671,9237,8045",5.698361638465065
5328,3,2.29305882772503,2,2.6631610985224823,0.8140382395145027,0,0,2,0.0,2,0,4,0.30371310001649543,0,2025-05-31 00:11:46.134045,"4196,1396,6166,3988,6224",3.381705483978084
5329,4,2.0386451454845798,2,1.5764982736944504,0.7130608877447268,1,1,2,1.0714234781707792,1,0,2,0.824535144932766,0,2025-05-25 03:24:46.134045,3094,0.6536632388939372
5330,3,1.6828939638335774,3,0.09751576314900157,0.2995027084580103,0,0,1,5.907161262610879,1,0,2,0.6394885044380605,0,2025-05-11 03:00:46.134045,"379,3277,4274,3302",0.519069636695473
